FlightID,RouteID,DepartureDateTime,AircraftType,TotalCapacity,FlightStatus,FuelCost,CrewCost,AirportCost,OtherOperatingCost
F002297,R006,2025-06-03 22:45:00,Airbus A320,180,Completed,3512.23,1226.06,1833.85,944.71
F002298,R007,2025-06-03 10:45:00,Airbus A320,180,Completed,3653.81,1270.04,1792.47,503.41
F002299,R007,2025-06-03 14:00:00,Boeing 737,160,Completed,3825.17,1298.58,2035.66,652.5
F002300,R008,2025-06-03 08:00:00,Airbus A320,180,Completed,3402.45,1284.45,2976.13,536.37
F002301,R008,2025-06-03 10:45:00,Boeing 737,160,Completed,3687.31,1226.32,1779.46,963.11
F002302,R009,2025-06-03 09:45:00,Boeing 737,160,Completed,1049.94,363.78,2360.5,1291.76
F002303,R010,2025-06-03 18:00:00,Airbus A320,180,Completed,1130.0,389.28,1797.69,698.12
F002304,R001,2025-06-04 17:15:00,Airbus A320,180,Completed,12730.44,5059.32,2401.4,686.49
F002305,R001,2025-06-04 21:15:00,Airbus A320,180,Completed,12599.24,4887.4,2423.06,1327.25
F002306,R002,2025-06-04 13:15:00,Boeing 737,160,Completed,12661.74,5045.65,2722.02,726.84
F002307,R003,2025-06-04 22:15:00,Boeing 737,160,Completed,9721.15,3822.28,2536.78,1328.31
F002308,R004,2025-06-04 17:15:00,Boeing 737,160,Completed,9597.91,3664.98,2260.91,1471.99
F002309,R005,2025-06-04 18:00:00,Boeing 737,160,Completed,3300.47,1183.14,2267.18,889.09
F002310,R005,2025-06-04 21:00:00,Boeing 737,160,Completed,3482.47,1152.35,1557.86,514.16
F002311,R006,2025-06-04 10:45:00,Boeing 737,160,Completed,3171.75,1229.02,2735.44,1053.62
F002312,R007,2025-06-04 08:45:00,Airbus A320,180,Completed,3823.79,1315.59,2301.2,758.27
F002313,R008,2025-06-04 21:15:00,Airbus A320,180,Completed,3485.04,1251.57,1717.72,1479.68
F002314,R008,2025-06-04 12:15:00,Boeing 737,160,Completed,3844.41,1335.8,2262.54,1134.74
F002315,R009,2025-06-04 14:15:00,Airbus A320,180,Completed,1040.89,380.37,2610.85,654.28
F002316,R009,2025-06-04 11:15:00,Airbus A320,180,Completed,1008.96,369.4,2731.58,1117.93
F002317,R010,2025-06-04 12:30:00,Boeing 737,160,Completed,1110.82,364.36,2845.63,1290.36
F002318,R010,2025-06-04 21:15:00,Boeing 737,160,Completed,1101.54,359.59,1583.13,896.82
F002319,R001,2025-06-05 14:00:00,Boeing 737,160,Cancelled,12268.44,5033.66,1843.67,1058.89
F002320,R001,2025-06-05 15:00:00,Airbus A320,180,Completed,12655.53,5142.3,1607.61,1274.77
F002321,R002,2025-06-05 18:00:00,Airbus A320,180,Completed,14058.91,4815.97,2742.26,973.53
F002322,R003,2025-06-05 18:00:00,Airbus A320,180,Completed,10621.05,3799.35,1567.55,818.42
F002323,R003,2025-06-05 08:15:00,Boeing 737,160,Completed,9885.54,3665.46,2580.57,572.02
F002324,R004,2025-06-05 16:45:00,Airbus A320,180,Completed,9172.03,3851.99,1636.99,1220.9
F002325,R004,2025-06-05 12:30:00,Airbus A320,180,Completed,10248.69,3639.48,1777.29,977.16
F002326,R005,2025-06-05 10:00:00,Airbus A320,180,Completed,3050.55,1244.6,2500.0,571.12
F002327,R006,2025-06-05 09:15:00,Boeing 737,160,Completed,3038.1,1137.31,1802.68,743.65
F002328,R006,2025-06-05 19:45:00,Airbus A320,180,Completed,3287.9,1205.5,2108.98,1066.39
F002329,R007,2025-06-05 12:00:00,Boeing 737,160,Completed,3473.58,1332.41,1846.99,1297.89
F002330,R007,2025-06-05 11:15:00,Airbus A320,180,Completed,3632.7,1304.43,1542.48,1459.14
F002331,R008,2025-06-05 19:30:00,Boeing 737,160,Completed,3765.7,1337.89,2911.06,1184.94
F002332,R008,2025-06-05 15:15:00,Boeing 737,160,Completed,3597.86,1298.66,2073.35,808.77
F002333,R009,2025-06-05 22:30:00,Boeing 737,160,Completed,973.61,360.71,1737.81,1086.09
F002334,R010,2025-06-05 06:30:00,Airbus A320,180,Completed,1091.76,365.48,1924.18,1140.08
F002335,R010,2025-06-05 15:45:00,Boeing 737,160,Delayed,1071.9,355.34,2131.3,1061.26
F002336,R001,2025-06-06 15:30:00,Airbus A320,180,Completed,13602.73,4849.88,2171.74,950.14
F002337,R001,2025-06-06 15:00:00,Airbus A320,180,Completed,14473.4,4893.4,2021.34,1190.63
F002338,R002,2025-06-06 14:30:00,Boeing 737,160,Completed,12314.01,4823.41,1972.1,720.59
F002339,R003,2025-06-06 07:45:00,Airbus A320,180,Completed,10285.08,3735.0,2944.33,941.38
F002340,R004,2025-06-06 17:15:00,Airbus A320,180,Completed,9590.0,3583.41,2542.08,1093.56
F002341,R005,2025-06-06 11:30:00,Airbus A320,180,Completed,3012.25,1191.45,2194.01,1174.42
F002342,R006,2025-06-06 15:15:00,Boeing 737,160,Completed,3497.86,1201.55,2874.25,1120.76
F002343,R006,2025-06-06 16:45:00,Airbus A320,180,Completed,3543.13,1177.78,2151.94,798.54
F002344,R007,2025-06-06 14:30:00,Boeing 737,160,Completed,3389.69,1250.9,1609.49,1396.69
F002345,R007,2025-06-06 09:45:00,Boeing 737,160,Completed,3703.88,1248.98,2558.53,1357.72
F002346,R008,2025-06-06 20:30:00,Boeing 737,160,Completed,3578.33,1252.47,2114.88,517.18
F002347,R008,2025-06-06 11:15:00,Boeing 737,160,Completed,3206.61,1259.97,2130.19,1105.44
F002348,R009,2025-06-06 12:30:00,Boeing 737,160,Completed,976.91,359.18,1511.96,1394.22
F002349,R009,2025-06-06 20:15:00,Boeing 737,160,Completed,1067.84,359.61,2218.11,543.35
F002350,R010,2025-06-06 15:30:00,Boeing 737,160,Completed,984.7,381.84,2119.2,836.68
F002351,R010,2025-06-06 10:15:00,Boeing 737,160,Completed,975.93,356.9,1917.21,932.84
F002352,R001,2025-06-07 18:00:00,Boeing 737,160,Completed,14221.07,4813.11,1581.91,527.39
F002353,R001,2025-06-07 17:00:00,Boeing 737,160,Completed,14371.49,4803.5,2795.66,833.32
F002354,R002,2025-06-07 17:45:00,Boeing 737,160,Completed,13151.76,4869.5,2516.31,971.35
F002355,R002,2025-06-07 06:45:00,Boeing 737,160,Completed,14763.29,5004.19,2916.57,761.09
F002356,R003,2025-06-07 15:15:00,Airbus A320,180,Completed,10550.52,3653.81,1831.93,572.48
F002357,R003,2025-06-07 17:00:00,Boeing 737,160,Completed,9740.02,3575.17,2743.22,657.57
F002358,R004,2025-06-07 07:15:00,Boeing 737,160,Completed,9767.24,3615.49,1897.68,707.91
F002359,R005,2025-06-07 06:30:00,Boeing 737,160,Completed,3373.69,1213.45,2123.53,1241.45
F002360,R006,2025-06-07 06:00:00,Airbus A320,180,Completed,3404.71,1235.19,2353.62,780.58
F002361,R006,2025-06-07 07:15:00,Boeing 737,160,Delayed,3362.81,1244.11,2157.23,786.05
F002362,R007,2025-06-07 14:15:00,Boeing 737,160,Completed,3385.96,1325.78,1587.67,728.38
F002363,R007,2025-06-07 17:00:00,Boeing 737,160,Completed,3287.17,1289.57,2916.48,922.12
F002364,R008,2025-06-07 11:45:00,Airbus A320,180,Delayed,3687.56,1314.55,2638.16,698.97
F002365,R008,2025-06-07 10:15:00,Boeing 737,160,Completed,3179.52,1219.98,1995.28,1073.62
F002366,R009,2025-06-07 12:15:00,Boeing 737,160,Completed,972.9,363.51,1880.46,968.45
F002367,R010,2025-06-07 09:45:00,Airbus A320,180,Completed,1000.77,385.81,2156.31,926.87
F002368,R001,2025-06-08 17:30:00,Boeing 737,160,Completed,14697.81,4730.55,1916.99,870.2
F002369,R001,2025-06-08 07:00:00,Boeing 737,160,Completed,14729.37,5066.18,2334.19,758.32
F002370,R002,2025-06-08 11:15:00,Boeing 737,160,Completed,12841.45,5057.29,2926.14,631.81
F002371,R002,2025-06-08 10:30:00,Airbus A320,180,Completed,12436.66,5183.74,2372.29,1241.4
F002372,R003,2025-06-08 08:45:00,Boeing 737,160,Completed,11082.23,3751.78,1698.6,552.12
F002373,R004,2025-06-08 07:45:00,Airbus A320,180,Completed,10998.32,3603.0,2824.65,962.57
F002374,R004,2025-06-08 09:45:00,Airbus A320,180,Completed,9789.76,3603.56,1658.81,1286.66
F002375,R005,2025-06-08 14:00:00,Airbus A320,180,Completed,3175.37,1192.94,2305.23,1420.5
F002376,R006,2025-06-08 21:15:00,Airbus A320,180,Completed,3270.78,1239.22,1769.82,816.66
F002377,R007,2025-06-08 16:45:00,Airbus A320,180,Completed,3707.59,1254.02,1882.08,1007.13
F002378,R008,2025-06-08 13:45:00,Boeing 737,160,Completed,3615.19,1275.77,2654.13,576.31
F002379,R009,2025-06-08 09:15:00,Boeing 737,160,Completed,943.33,357.06,2296.37,1466.01
F002380,R010,2025-06-08 13:30:00,Airbus A320,180,Completed,1091.72,383.08,1574.99,1416.33
F002381,R001,2025-06-09 20:00:00,Airbus A320,180,Completed,13044.45,4720.35,2443.92,725.54
F002382,R002,2025-06-09 17:00:00,Airbus A320,180,Completed,14141.88,4790.71,1977.51,1385.75
F002383,R003,2025-06-09 21:00:00,Boeing 737,160,Completed,9494.08,3841.64,2918.02,1248.44
F002384,R004,2025-06-09 13:45:00,Boeing 737,160,Completed,9469.8,3640.58,1933.89,644.34
F002385,R005,2025-06-09 11:45:00,Airbus A320,180,Completed,3387.94,1159.57,2818.61,882.5
F002386,R005,2025-06-09 12:15:00,Boeing 737,160,Completed,3392.69,1225.59,1803.54,789.9
F002387,R006,2025-06-09 20:00:00,Airbus A320,180,Completed,3268.44,1190.21,2262.86,1080.11
F002388,R006,2025-06-09 16:00:00,Airbus A320,180,Completed,3243.89,1224.17,1515.49,874.19
F002389,R007,2025-06-09 22:30:00,Boeing 737,160,Completed,3604.53,1330.07,1784.2,1181.87
F002390,R007,2025-06-09 21:30:00,Boeing 737,160,Completed,3453.06,1299.26,1813.8,1447.63
F002391,R008,2025-06-09 19:15:00,Airbus A320,180,Completed,3303.38,1336.01,2211.25,1294.79
F002392,R008,2025-06-09 11:30:00,Boeing 737,160,Completed,3185.32,1228.23,2099.05,1042.74
F002393,R009,2025-06-09 10:00:00,Airbus A320,180,Completed,1043.46,389.99,1726.36,785.84
F002394,R010,2025-06-09 16:45:00,Boeing 737,160,Completed,934.3,377.42,1973.71,1164.84
F002395,R001,2025-06-10 13:45:00,Boeing 737,160,Delayed,13512.51,5059.0,1731.25,908.61
F002396,R001,2025-06-10 15:15:00,Boeing 737,160,Completed,13425.91,4740.12,2494.87,1123.5
F002397,R002,2025-06-10 16:00:00,Boeing 737,160,Completed,12808.72,4755.45,2482.05,1260.28
F002398,R003,2025-06-10 07:30:00,Boeing 737,160,Completed,10568.0,3565.38,2728.38,583.71
F002399,R004,2025-06-10 09:15:00,Boeing 737,160,Completed,9893.31,3616.71,2494.12,1383.44
F002400,R005,2025-06-10 10:45:00,Airbus A320,180,Completed,3290.38,1246.38,1946.93,508.44
F002401,R005,2025-06-10 09:30:00,Airbus A320,180,Completed,3303.77,1135.55,1963.96,805.59
F002402,R006,2025-06-10 06:00:00,Airbus A320,180,Completed,3056.38,1238.85,2873.35,997.83
F002403,R007,2025-06-10 13:30:00,Airbus A320,180,Completed,3720.06,1340.94,2456.71,781.77
F002404,R007,2025-06-10 18:30:00,Boeing 737,160,Completed,3593.04,1310.75,1826.57,1158.5
F002405,R008,2025-06-10 10:45:00,Boeing 737,160,Completed,3299.2,1242.68,1525.66,1190.18
F002406,R009,2025-06-10 15:15:00,Airbus A320,180,Completed,1035.06,385.06,1669.15,1232.74
F002407,R010,2025-06-10 08:45:00,Airbus A320,180,Delayed,957.21,383.74,2382.19,1094.06
F002408,R001,2025-06-11 22:00:00,Boeing 737,160,Completed,13649.76,4801.09,2603.03,519.9
F002409,R001,2025-06-11 13:45:00,Airbus A320,180,Completed,13366.99,5067.56,2617.69,1206.23
F002410,R002,2025-06-11 06:30:00,Boeing 737,160,Completed,14287.67,4969.42,1790.09,896.03
F002411,R003,2025-06-11 06:30:00,Boeing 737,160,Completed,9800.97,3573.66,1866.41,1029.46
F002412,R004,2025-06-11 06:30:00,Boeing 737,160,Completed,11015.81,3818.43,2423.92,1159.98
F002413,R005,2025-06-11 07:45:00,Airbus A320,180,Completed,3289.2,1179.94,2733.95,1256.29
F002414,R006,2025-06-11 13:15:00,Boeing 737,160,Completed,3516.61,1188.19,2839.44,1173.17
F002415,R007,2025-06-11 12:45:00,Airbus A320,180,Completed,3807.63,1228.58,2004.33,614.04
F002416,R008,2025-06-11 11:45:00,Airbus A320,180,Completed,3246.81,1273.55,1957.05,1276.97
F002417,R008,2025-06-11 06:00:00,Boeing 737,160,Completed,3282.28,1282.75,1735.28,1400.07
F002418,R009,2025-06-11 09:15:00,Airbus A320,180,Completed,1110.31,372.54,2400.13,1356.14
F002419,R010,2025-06-11 16:00:00,Airbus A320,180,Completed,1121.61,373.34,2078.46,1150.64
F002420,R010,2025-06-11 19:30:00,Boeing 737,160,Completed,926.94,388.92,2307.34,600.45
F002421,R001,2025-06-12 13:00:00,Boeing 737,160,Completed,13522.9,4922.57,2114.63,960.64
F002422,R001,2025-06-12 22:00:00,Airbus A320,180,Completed,14891.9,4909.9,2779.84,1143.25
F002423,R002,2025-06-12 17:45:00,Boeing 737,160,Completed,14250.72,4710.73,2574.29,1231.88
F002424,R002,2025-06-12 18:45:00,Airbus A320,180,Completed,14145.92,5109.38,2300.8,1263.72
F002425,R003,2025-06-12 09:15:00,Airbus A320,180,Completed,10047.85,3621.13,2260.84,1065.5
F002426,R003,2025-06-12 11:30:00,Airbus A320,180,Completed,9591.57,3608.13,2152.73,1136.46
F002427,R004,2025-06-12 15:15:00,Boeing 737,160,Completed,10041.42,3739.04,1714.08,1117.34
F002428,R004,2025-06-12 19:30:00,Boeing 737,160,Completed,10690.03,3719.36,2094.54,521.59
F002429,R005,2025-06-12 20:30:00,Airbus A320,180,Completed,3106.86,1170.41,2426.71,1070.98
F002430,R006,2025-06-12 14:00:00,Boeing 737,160,Completed,3464.8,1223.88,2770.47,612.54
F002431,R006,2025-06-12 20:15:00,Airbus A320,180,Completed,3488.43,1190.26,2444.87,706.26
F002432,R007,2025-06-12 18:30:00,Boeing 737,160,Cancelled,3359.96,1258.42,2688.5,666.67
F002433,R008,2025-06-12 06:30:00,Boeing 737,160,Completed,3256.34,1331.69,1547.1,898.47
F002434,R008,2025-06-12 20:00:00,Airbus A320,180,Completed,3455.14,1288.78,2852.6,518.08
F002435,R009,2025-06-12 14:30:00,Airbus A320,180,Completed,1032.63,384.1,1500.82,1377.26
F002436,R010,2025-06-12 07:30:00,Airbus A320,180,Completed,988.41,385.77,2326.6,1118.85
F002437,R001,2025-06-13 14:00:00,Airbus A320,180,Completed,13383.79,5130.92,1521.85,1425.45
F002438,R001,2025-06-13 20:30:00,Boeing 737,160,Completed,12379.87,4807.86,2519.49,1220.2
F002439,R002,2025-06-13 09:30:00,Boeing 737,160,Completed,12298.31,5181.78,2036.15,792.78
F002440,R002,2025-06-13 14:15:00,Airbus A320,180,Completed,14915.89,5031.66,2845.8,794.19
F002441,R003,2025-06-13 07:45:00,Boeing 737,160,Completed,10464.96,3703.38,1742.99,1378.19
F002442,R003,2025-06-13 07:00:00,Boeing 737,160,Completed,10419.06,3582.73,2058.54,1187.93
F002443,R004,2025-06-13 13:30:00,Airbus A320,180,Completed,9753.0,3865.13,1697.29,1095.31
F002444,R005,2025-06-13 18:45:00,Airbus A320,180,Completed,3374.98,1242.02,2337.94,1429.13
F002445,R006,2025-06-13 11:30:00,Boeing 737,160,Completed,3187.17,1222.14,1689.07,823.61
F002446,R006,2025-06-13 17:45:00,Airbus A320,180,Completed,3029.77,1239.37,2652.18,684.24
F002447,R007,2025-06-13 09:00:00,Airbus A320,180,Completed,3339.29,1337.37,2471.27,794.9
F002448,R008,2025-06-13 14:45:00,Airbus A320,180,Completed,3511.68,1267.74,2311.78,1184.73
F002449,R009,2025-06-13 17:15:00,Airbus A320,180,Completed,992.76,358.9,2736.13,731.76
F002450,R009,2025-06-13 13:30:00,Boeing 737,160,Completed,1026.26,358.36,1705.77,833.02
F002451,R010,2025-06-13 12:00:00,Boeing 737,160,Completed,1069.95,387.53,2393.9,503.32
F002452,R010,2025-06-13 13:45:00,Boeing 737,160,Completed,1061.09,390.7,2895.78,567.99
F002453,R001,2025-06-14 13:15:00,Airbus A320,180,Completed,13597.94,4913.17,1906.05,1142.54
F002454,R001,2025-06-14 13:30:00,Airbus A320,180,Completed,14190.67,4861.51,1987.09,680.94
F002455,R002,2025-06-14 11:30:00,Boeing 737,160,Completed,14191.86,4857.25,2109.12,1477.5
F002456,R002,2025-06-14 16:45:00,Airbus A320,180,Completed,13925.45,4924.57,1582.11,1416.24
F002457,R003,2025-06-14 17:30:00,Boeing 737,160,Completed,9662.26,3675.06,1903.87,730.32
F002458,R004,2025-06-14 12:30:00,Boeing 737,160,Completed,9741.93,3830.02,2597.7,1353.17
F002459,R004,2025-06-14 15:00:00,Airbus A320,180,Completed,9379.51,3721.75,2553.49,1479.98
F002460,R005,2025-06-14 12:30:00,Airbus A320,180,Completed,3493.99,1200.24,1554.97,731.37
F002461,R005,2025-06-14 22:00:00,Boeing 737,160,Completed,3067.87,1191.55,2131.93,1373.85
F002462,R006,2025-06-14 12:15:00,Boeing 737,160,Completed,3219.38,1133.05,2211.65,1034.95
F002463,R007,2025-06-14 08:30:00,Boeing 737,160,Completed,3511.34,1278.82,1514.46,1327.21
F002464,R008,2025-06-14 11:30:00,Boeing 737,160,Completed,3393.97,1233.57,2537.26,908.59
F002465,R008,2025-06-14 12:30:00,Boeing 737,160,Completed,3513.25,1321.2,2267.79,601.53
F002466,R009,2025-06-14 17:45:00,Airbus A320,180,Completed,964.32,365.74,2072.27,587.62
F002467,R010,2025-06-14 20:45:00,Boeing 737,160,Completed,1047.53,370.17,2898.21,1486.94
F002468,R010,2025-06-14 13:15:00,Airbus A320,180,Completed,953.74,377.91,1885.43,876.07
F002469,R001,2025-06-15 14:30:00,Boeing 737,160,Completed,13910.86,4987.18,2685.44,1189.49
F002470,R001,2025-06-15 09:00:00,Airbus A320,180,Completed,13557.21,4988.33,2296.94,733.95
F002471,R002,2025-06-15 11:00:00,Boeing 737,160,Completed,13722.22,4905.25,2283.1,1404.6
F002472,R002,2025-06-15 11:30:00,Airbus A320,180,Completed,13005.21,5166.75,2664.72,797.54
F002473,R003,2025-06-15 17:45:00,Boeing 737,160,Completed,10276.95,3831.13,2735.83,1389.83
F002474,R003,2025-06-15 16:30:00,Boeing 737,160,Completed,11057.53,3781.31,2763.88,551.34
F002475,R004,2025-06-15 08:45:00,Airbus A320,180,Completed,10622.33,3732.32,2845.79,1345.73
F002476,R005,2025-06-15 10:30:00,Boeing 737,160,Completed,3358.02,1236.39,2177.78,581.95
F002477,R006,2025-06-15 16:30:00,Airbus A320,180,Completed,3544.98,1224.93,2684.86,1294.81
F002478,R007,2025-06-15 19:45:00,Boeing 737,160,Delayed,3541.77,1268.05,2285.06,583.0
F002479,R008,2025-06-15 06:15:00,Airbus A320,180,Completed,3703.17,1326.73,1671.12,581.92
F002480,R009,2025-06-15 21:00:00,Airbus A320,180,Completed,1120.09,367.89,1517.03,1321.07
F002481,R010,2025-06-15 09:45:00,Airbus A320,180,Completed,1044.36,369.15,1721.71,1361.44
F002482,R001,2025-06-16 12:15:00,Airbus A320,180,Completed,12494.72,5112.88,1969.62,1004.59
F002483,R001,2025-06-16 06:45:00,Boeing 737,160,Completed,14344.31,5033.62,1792.74,1173.33
F002484,R002,2025-06-16 09:00:00,Boeing 737,160,Completed,14394.58,4742.01,1872.93,1357.65
F002485,R003,2025-06-16 21:30:00,Boeing 737,160,Completed,10450.11,3623.75,1681.89,1223.51
F002486,R004,2025-06-16 07:30:00,Boeing 737,160,Completed,10875.05,3772.18,1564.07,827.74
F002487,R005,2025-06-16 15:15:00,Airbus A320,180,Completed,3075.28,1136.88,2014.88,1197.16
F002488,R006,2025-06-16 12:45:00,Airbus A320,180,Completed,3031.69,1180.86,1825.55,848.68
F002489,R006,2025-06-16 18:15:00,Boeing 737,160,Completed,3171.1,1223.46,1590.53,507.11
F002490,R007,2025-06-16 16:45:00,Boeing 737,160,Completed,3431.52,1340.41,2175.54,746.31
F002491,R007,2025-06-16 16:45:00,Airbus A320,180,Completed,3341.76,1280.38,1778.91,846.72
F002492,R008,2025-06-16 09:45:00,Airbus A320,180,Completed,3346.47,1340.53,2420.17,1160.02
F002493,R009,2025-06-16 21:45:00,Boeing 737,160,Completed,1019.64,387.29,2317.05,921.82
F002494,R010,2025-06-16 19:00:00,Airbus A320,180,Completed,1113.68,366.33,2281.86,877.71
F002495,R010,2025-06-16 14:30:00,Boeing 737,160,Completed,1093.71,380.84,1614.82,1393.3
F002496,R001,2025-06-17 16:15:00,Airbus A320,180,Completed,13708.91,5107.48,2878.57,909.59
F002497,R001,2025-06-17 14:00:00,Airbus A320,180,Completed,14873.93,4721.05,2503.92,1046.86
F002498,R002,2025-06-17 21:15:00,Boeing 737,160,Completed,12970.15,4943.37,1812.8,634.32
F002499,R003,2025-06-17 14:30:00,Airbus A320,180,Completed,10058.15,3702.66,2368.52,1091.98
F002500,R004,2025-06-17 06:45:00,Boeing 737,160,Completed,9987.28,3655.87,2542.76,1360.56
F002501,R005,2025-06-17 11:15:00,Airbus A320,180,Completed,3553.51,1189.09,2647.89,1371.17
F002502,R006,2025-06-17 09:15:00,Airbus A320,180,Completed,3291.59,1234.66,1703.68,990.96
F002503,R006,2025-06-17 20:30:00,Boeing 737,160,Completed,2954.2,1243.58,2709.07,1459.86
F002504,R007,2025-06-17 09:45:00,Airbus A320,180,Completed,3719.87,1316.06,1552.67,805.07
F002505,R008,2025-06-17 22:00:00,Airbus A320,180,Delayed,3317.88,1278.14,2477.85,859.14
F002506,R009,2025-06-17 13:15:00,Airbus A320,180,Completed,984.06,373.06,1520.89,751.07
F002507,R010,2025-06-17 06:00:00,Boeing 737,160,Completed,1119.44,368.36,2268.98,1136.92
F002508,R001,2025-06-18 06:15:00,Boeing 737,160,Completed,13329.08,4875.1,2681.29,1469.89
F002509,R001,2025-06-18 14:00:00,Boeing 737,160,Completed,14599.02,4817.66,1627.49,534.85
F002510,R002,2025-06-18 20:45:00,Boeing 737,160,Completed,12271.19,5077.69,1599.43,556.6
F002511,R002,2025-06-18 21:30:00,Boeing 737,160,Completed,13789.53,4781.48,2056.85,1280.78
F002512,R003,2025-06-18 07:45:00,Airbus A320,180,Completed,9338.3,3741.58,1716.66,1250.65
F002513,R004,2025-06-18 06:45:00,Boeing 737,160,Completed,10649.3,3870.31,2798.33,1074.34
F002514,R004,2025-06-18 12:15:00,Boeing 737,160,Completed,9895.51,3873.59,2762.97,1293.45
F002515,R005,2025-06-18 15:00:00,Airbus A320,180,Completed,3484.18,1211.03,2510.17,672.39
F002516,R006,2025-06-18 09:00:00,Boeing 737,160,Completed,3066.03,1174.05,2147.43,1187.54
F002517,R007,2025-06-18 07:45:00,Boeing 737,160,Completed,3278.23,1269.1,2541.69,669.84
F002518,R008,2025-06-18 07:00:00,Airbus A320,180,Completed,3722.53,1248.21,2839.89,914.1
F002519,R009,2025-06-18 08:30:00,Boeing 737,160,Completed,1009.84,375.63,1546.77,838.96
F002520,R010,2025-06-18 16:00:00,Boeing 737,160,Completed,945.35,364.4,2000.31,1297.94
F002521,R010,2025-06-18 06:00:00,Airbus A320,180,Completed,970.12,372.56,1784.26,1278.69
F002522,R001,2025-06-19 11:15:00,Boeing 737,160,Completed,12548.43,4970.07,2071.01,541.26
F002523,R001,2025-06-19 22:45:00,Boeing 737,160,Completed,14034.72,4947.83,1778.46,524.95
F002524,R002,2025-06-19 16:30:00,Airbus A320,180,Completed,14408.42,5196.9,1666.44,667.18
F002525,R002,2025-06-19 08:45:00,Boeing 737,160,Completed,13489.41,4854.16,2110.59,1483.25
F002526,R003,2025-06-19 13:30:00,Airbus A320,180,Completed,10877.58,3851.0,1697.62,860.55
F002527,R004,2025-06-19 18:00:00,Boeing 737,160,Completed,9832.82,3586.66,2381.57,1255.33
F002528,R005,2025-06-19 06:30:00,Airbus A320,180,Completed,3425.06,1181.59,2763.86,1383.3
F002529,R006,2025-06-19 06:15:00,Boeing 737,160,Completed,3215.16,1202.91,1973.71,724.65
F002530,R006,2025-06-19 10:45:00,Airbus A320,180,Completed,2991.86,1183.92,2727.51,1220.2
F002531,R007,2025-06-19 10:30:00,Airbus A320,180,Completed,3756.18,1263.94,2310.07,611.95
F002532,R008,2025-06-19 10:00:00,Boeing 737,160,Completed,3578.36,1232.06,2932.62,1037.02
F002533,R009,2025-06-19 11:45:00,Airbus A320,180,Completed,1129.99,381.6,2598.76,1302.33
F002534,R010,2025-06-19 14:45:00,Airbus A320,180,Completed,1088.39,389.27,2270.54,921.3
F002535,R010,2025-06-19 12:45:00,Airbus A320,180,Completed,1131.17,389.25,2250.3,769.23
F002536,R001,2025-06-20 14:00:00,Boeing 737,160,Completed,13444.58,5027.89,2964.63,1476.72
F002537,R001,2025-06-20 09:00:00,Airbus A320,180,Completed,13045.07,5121.45,1695.94,937.18
F002538,R002,2025-06-20 07:45:00,Boeing 737,160,Completed,13321.3,5178.66,2437.99,1333.61
F002539,R003,2025-06-20 13:30:00,Airbus A320,180,Completed,10173.02,3607.24,2916.82,539.07
F002540,R003,2025-06-20 11:00:00,Boeing 737,160,Completed,10303.44,3702.26,1977.84,931.69
F002541,R004,2025-06-20 06:15:00,Boeing 737,160,Completed,11163.98,3580.98,2590.28,1186.32
F002542,R005,2025-06-20 06:30:00,Airbus A320,180,Completed,2941.27,1153.33,1826.71,560.96
F002543,R006,2025-06-20 22:45:00,Boeing 737,160,Completed,3458.63,1216.96,2991.1,953.44
F002544,R007,2025-06-20 06:00:00,Boeing 737,160,Completed,3258.49,1233.17,2697.48,523.14
F002545,R008,2025-06-20 18:15:00,Boeing 737,160,Completed,3270.86,1281.29,2900.73,1242.16
F002546,R009,2025-06-20 07:45:00,Boeing 737,160,Completed,1037.09,382.72,1950.3,1488.99
F002547,R009,2025-06-20 08:45:00,Airbus A320,180,Completed,1131.34,369.83,1560.95,523.06
F002548,R010,2025-06-20 13:15:00,Airbus A320,180,Completed,950.07,358.92,2752.55,1453.09
F002549,R010,2025-06-20 08:00:00,Boeing 737,160,Completed,991.13,380.06,2332.94,869.38
F002550,R001,2025-06-21 16:15:00,Airbus A320,180,Completed,12659.85,4711.49,2453.88,1304.92
F002551,R001,2025-06-21 06:00:00,Airbus A320,180,Completed,12805.15,5080.01,1916.6,911.12
F002552,R002,2025-06-21 16:45:00,Airbus A320,180,Completed,13022.76,5143.33,1910.01,904.42
F002553,R002,2025-06-21 20:15:00,Boeing 737,160,Completed,12511.22,4975.02,1900.49,1143.96
F002554,R003,2025-06-21 10:00:00,Boeing 737,160,Completed,11007.17,3748.35,2270.01,1096.46
F002555,R004,2025-06-21 06:15:00,Airbus A320,180,Completed,9423.48,3703.4,2251.2,570.03
F002556,R004,2025-06-21 14:30:00,Boeing 737,160,Completed,10087.15,3798.95,2037.77,1470.94
F002557,R005,2025-06-21 15:15:00,Boeing 737,160,Completed,3165.36,1182.59,1512.63,587.19
F002558,R005,2025-06-21 09:15:00,Airbus A320,180,Completed,3010.33,1142.4,2128.01,569.44
F002559,R006,2025-06-21 16:30:00,Boeing 737,160,Completed,3127.74,1231.51,2096.37,1383.37
F002560,R007,2025-06-21 20:15:00,Boeing 737,160,Completed,3212.0,1272.57,1535.3,585.25
F002561,R008,2025-06-21 22:15:00,Airbus A320,180,Delayed,3234.06,1229.4,2818.47,1407.38
F002562,R009,2025-06-21 10:45:00,Boeing 737,160,Completed,997.82,359.98,2482.3,764.49
