CustomerID,Age,Gender,LoyaltyTier,PassengerType
C21526,43,M,None,Leisure
C21527,52,M,Silver,Leisure
C21528,39,F,Gold,Leisure
C21529,62,M,None,Leisure
C21530,51,F,None,Leisure
C21531,24,M,Silver,Business
C21532,31,M,None,Leisure
C21533,43,F,None,Leisure
C21534,18,M,None,Business
C21535,45,F,Gold,Leisure
C21536,18,M,None,Leisure
C21537,55,M,None,Business
C21538,53,M,Silver,Leisure
C21539,47,F,Gold,Leisure
C21540,29,F,None,Business
C21541,42,F,Silver,Business
C21542,32,F,Silver,Leisure
C21543,24,M,Gold,Business
C21544,34,M,Silver,Business
C21545,50,M,None,Business
C21546,40,M,None,Leisure
C21547,61,M,None,Business
C21548,51,F,None,Leisure
C21549,49,F,None,Leisure
C21550,18,M,Silver,Leisure
C21551,35,Other,None,Leisure
C21552,24,M,Gold,Leisure
C21553,37,M,None,Business
C21554,29,Other,None,Business
C21555,34,M,None,Business
C21556,55,M,Gold,Business
C21557,47,M,None,Business
C21558,55,F,None,Leisure
C21559,18,M,Gold,Leisure
C21560,40,M,None,Leisure
C21561,54,M,None,Leisure
C21562,62,F,Platinum,Business
C21563,18,F,Gold,Business
C21564,34,M,None,Leisure
C21565,55,M,None,Leisure
C21566,37,F,Silver,Business
C21567,26,M,Gold,Business
C21568,18,F,None,Leisure
C21569,25,F,Silver,Business
C21570,18,M,None,Business
C21571,40,M,None,Leisure
C21572,53,F,None,Leisure
C21573,21,M,None,Business
C21574,43,M,None,Leisure
C21575,52,M,None,Leisure
C21576,39,M,Platinum,Leisure
C21577,18,M,Silver,Business
C21578,45,F,Gold,Business
C21579,39,F,None,Leisure
C21580,37,F,None,Business
C21581,31,M,None,Business
C21582,41,M,Gold,Leisure
C21583,47,F,None,Business
C21584,75,M,None,Business
C21585,41,F,Silver,Business
C21586,62,F,Gold,Leisure
C21587,45,F,None,Leisure
C21588,38,M,None,Leisure
C21589,42,F,Gold,Leisure
C21590,21,F,None,Business
C21591,44,M,Gold,Leisure
C21592,18,M,None,Leisure
C21593,27,F,None,Business
C21594,41,F,None,Leisure
C21595,57,F,None,Leisure
C21596,61,M,Gold,Business
C21597,36,F,None,Leisure
C21598,42,M,Gold,Business
C21599,54,M,Silver,Leisure
C21600,20,F,Gold,Business
C21601,46,M,None,Leisure
C21602,27,F,None,Leisure
C21603,37,Other,Gold,Business
C21604,33,M,None,Business
C21605,46,F,Gold,Leisure
C21606,48,Other,Silver,Leisure
C21607,53,F,None,Leisure
C21608,45,M,None,Leisure
C21609,42,F,None,Business
C21610,67,F,None,Business
C21611,18,M,None,Leisure
C21612,65,F,None,Leisure
C21613,35,F,None,Business
C21614,48,M,Silver,Leisure
C21615,35,F,Silver,Leisure
C21616,29,Other,Gold,Leisure
C21617,47,M,Gold,Leisure
C21618,55,F,None,Leisure
C21619,47,M,None,Leisure
C21620,31,M,None,Business
C21621,90,F,None,Leisure
C21622,57,M,None,Business
C21623,54,M,None,Leisure
C21624,34,F,None,Leisure
C21625,30,M,Gold,Leisure
C21626,35,F,None,Leisure
C21627,56,F,None,Leisure
C21628,25,M,Silver,Leisure
C21629,23,M,None,Leisure
C21630,48,M,Silver,Leisure
C21631,44,F,None,Leisure
C21632,28,M,None,Business
C21633,23,F,Gold,Business
C21634,61,M,None,Leisure
C21635,45,F,Silver,Leisure
C21636,19,F,Gold,Business
C21637,20,F,Platinum,Leisure
C21638,34,F,None,Leisure
C21639,50,F,None,Leisure
C21640,48,M,None,Leisure
C21641,56,F,None,Business
C21642,18,M,None,Leisure
C21643,43,M,Gold,Leisure
C21644,61,M,None,Leisure
C21645,59,M,Platinum,Leisure
C21646,45,M,None,Business
C21647,75,M,None,Leisure
C21648,49,M,None,Leisure
C21649,55,Other,None,Leisure
C21650,40,F,Gold,Business
C21651,28,M,Gold,Leisure
C21652,26,M,Gold,Business
C21653,42,M,None,Business
C21654,36,F,None,Leisure
C21655,18,M,Platinum,Leisure
C21656,24,F,None,Leisure
C21657,35,M,Gold,Leisure
C21658,50,F,None,Leisure
C21659,39,F,None,Leisure
C21660,38,M,Silver,Leisure
C21661,25,M,None,Business
C21662,40,F,Gold,Leisure
C21663,59,M,None,Business
C21664,42,M,Silver,Leisure
C21665,18,M,Silver,Business
C21666,21,F,Silver,Leisure
C21667,48,F,None,Leisure
C21668,36,M,None,Leisure
C21669,38,M,Gold,Business
C21670,30,M,None,Business
C21671,47,F,Gold,Business
C21672,35,F,None,Leisure
C21673,37,M,None,Leisure
C21674,27,F,None,Leisure
C21675,53,M,Platinum,Business
C21676,36,F,Silver,Leisure
C21677,49,F,Platinum,Business
C21678,22,F,None,Leisure
C21679,66,M,Platinum,Business
C21680,59,M,None,Business
C21681,18,M,None,Leisure
C21682,27,M,None,Leisure
C21683,47,M,None,Leisure
C21684,20,F,Silver,Leisure
C21685,38,M,Silver,Leisure
C21686,46,F,None,Business
C21687,37,M,None,Leisure
C21688,48,M,None,Leisure
C21689,29,F,Platinum,Business
C21690,18,M,None,Business
C21691,54,F,Silver,Leisure
C21692,54,F,None,Leisure
C21693,77,Other,Gold,Leisure
C21694,18,Other,None,Leisure
C21695,51,F,Silver,Leisure
C21696,18,F,None,Leisure
C21697,66,F,Silver,Business
C21698,47,M,None,Leisure
C21699,25,F,Silver,Leisure
C21700,51,M,None,Leisure
C21701,31,F,None,Leisure
C21702,44,F,None,Business
C21703,43,F,None,Business
C21704,66,F,None,Business
C21705,67,M,None,Leisure
C21706,31,F,Silver,Business
C21707,55,F,None,Leisure
C21708,45,F,Platinum,Leisure
C21709,18,M,Gold,Business
C21710,29,F,None,Leisure
C21711,75,M,None,Leisure
C21712,45,M,Silver,Leisure
C21713,54,M,None,Business
C21714,36,F,None,Leisure
C21715,31,F,None,Business
C21716,40,F,None,Leisure
C21717,36,Other,None,Leisure
C21718,18,M,None,Business
C21719,24,F,None,Leisure
C21720,50,F,Gold,Business
C21721,34,F,Gold,Leisure
C21722,40,F,Silver,Business
C21723,43,F,None,Leisure
C21724,44,M,Silver,Leisure
C21725,57,F,None,Leisure
C21726,23,M,Gold,Leisure
C21727,48,M,None,Leisure
C21728,51,M,Platinum,Leisure
C21729,54,F,Gold,Leisure
C21730,18,F,None,Leisure
C21731,43,M,Silver,Leisure
C21732,65,M,None,Leisure
C21733,38,M,Silver,Leisure
C21734,47,F,None,Business
C21735,51,M,None,Leisure
C21736,24,M,None,Business
C21737,67,M,Silver,Leisure
C21738,47,F,None,Business
C21739,47,M,Gold,Business
C21740,18,F,None,Leisure
C21741,51,M,None,Leisure
C21742,47,M,None,Business
C21743,64,M,None,Business
C21744,35,M,None,Leisure
C21745,25,M,None,Business
C21746,29,F,Platinum,Business
C21747,32,F,Gold,Leisure
C21748,23,Other,Silver,Leisure
C21749,59,F,Silver,Business
C21750,59,F,Gold,Leisure
C21751,37,F,Gold,Leisure
C21752,34,M,None,Leisure
C21753,18,F,None,Leisure
C21754,50,M,None,Business
C21755,64,M,Silver,Leisure
C21756,30,F,Gold,Business
C21757,38,F,Gold,Leisure
C21758,46,F,Platinum,Leisure
C21759,65,F,Gold,Business
C21760,42,M,None,Leisure
C21761,42,M,None,Leisure
C21762,42,F,None,Leisure
C21763,18,M,Silver,Leisure
C21764,18,F,Silver,Leisure
C21765,27,M,Gold,Leisure
C21766,55,M,None,Leisure
C21767,34,M,None,Leisure
C21768,32,M,Gold,Leisure
C21769,31,F,None,Business
C21770,37,F,None,Business
C21771,65,M,None,Leisure
C21772,37,F,Silver,Business
C21773,28,M,None,Leisure
C21774,40,F,Gold,Leisure
C21775,66,F,Gold,Leisure
C21776,32,Other,None,Leisure
C21777,22,M,Gold,Leisure
C21778,32,M,None,Leisure
C21779,41,M,Silver,Leisure
C21780,50,F,Silver,Leisure
C21781,55,M,Platinum,Leisure
C21782,24,M,None,Leisure
C21783,25,F,Silver,Leisure
C21784,35,M,None,Leisure
C21785,50,F,Platinum,Leisure
C21786,21,F,None,Leisure
C21787,30,F,Gold,Leisure
C21788,31,M,None,Leisure
C21789,54,M,None,Leisure
C21790,47,F,None,Business
C21791,53,F,None,Leisure
C21792,60,M,Silver,Leisure
C21793,35,F,Silver,Leisure
C21794,22,F,None,Business
C21795,22,M,None,Business
C21796,18,M,None,Business
C21797,33,F,None,Business
C21798,34,M,Silver,Leisure
C21799,51,M,Silver,Business
C21800,40,M,None,Leisure
C21801,32,M,Gold,Leisure
C21802,38,M,None,Business
C21803,24,M,Platinum,Business
C21804,55,F,None,Business
C21805,28,M,Silver,Business
C21806,22,M,None,Leisure
C21807,52,F,None,Leisure
C21808,48,F,None,Leisure
C21809,18,M,None,Leisure
C21810,52,F,None,Business
C21811,28,M,Silver,Leisure
C21812,34,F,Gold,Leisure
C21813,42,M,None,Leisure
C21814,48,M,None,Leisure
C21815,46,Other,Gold,Business
C21816,39,F,Silver,Business
C21817,33,F,None,Leisure
C21818,46,F,None,Business
C21819,38,M,None,Leisure
C21820,67,F,None,Business
C21821,48,M,Silver,Business
C21822,26,F,None,Leisure
C21823,32,M,None,Leisure
C21824,40,M,None,Business
C21825,59,F,Silver,Leisure
C21826,61,F,Gold,Business
C21827,34,M,None,Business
C21828,25,M,None,Leisure
C21829,24,M,Gold,Leisure
C21830,43,F,Silver,Leisure
C21831,74,F,None,Business
C21832,48,F,None,Leisure
C21833,18,M,Gold,Business
C21834,29,M,None,Business
C21835,30,F,Gold,Leisure
C21836,27,F,None,Leisure
C21837,34,F,None,Business
C21838,45,F,Platinum,Leisure
C21839,50,M,None,Leisure
C21840,56,M,Platinum,Business
C21841,47,F,Silver,Leisure
C21842,18,F,Silver,Business
C21843,24,F,None,Leisure
C21844,37,M,None,Leisure
C21845,42,F,Silver,Leisure
C21846,52,F,None,Business
C21847,40,F,Silver,Leisure
C21848,40,F,None,Leisure
C21849,43,F,Gold,Leisure
C21850,36,Other,Silver,Business
C21851,41,F,None,Leisure
C21852,56,M,Gold,Leisure
C21853,38,M,Platinum,Leisure
C21854,39,Other,None,Business
C21855,39,M,None,Leisure
C21856,59,M,None,Leisure
C21857,23,M,Silver,Business
C21858,66,M,Silver,Leisure
C21859,22,M,None,Business
C21860,30,Other,Gold,Business
C21861,51,M,None,Leisure
C21862,55,M,None,Business
C21863,18,F,Silver,Business
C21864,23,F,Silver,Leisure
C21865,44,Other,None,Leisure
C21866,75,F,None,Leisure
C21867,58,M,None,Leisure
C21868,36,Other,None,Leisure
C21869,18,F,None,Leisure
C21870,41,M,Gold,Business
C21871,45,M,None,Leisure
C21872,34,F,None,Leisure
C21873,27,M,Silver,Business
C21874,42,M,None,Leisure
C21875,25,M,Gold,Leisure
C21876,68,F,None,Business
C21877,62,M,None,Leisure
C21878,49,M,Gold,Leisure
C21879,41,M,Gold,Leisure
C21880,30,M,None,Leisure
C21881,39,F,Silver,Business
C21882,64,M,Silver,Business
C21883,53,M,None,Leisure
C21884,43,M,None,Business
C21885,53,F,None,Leisure
C21886,48,F,Silver,Business
C21887,45,F,None,Leisure
C21888,54,M,Silver,Leisure
C21889,47,F,None,Business
C21890,52,M,None,Leisure
C21891,42,F,None,Leisure
C21892,36,F,None,Leisure
C21893,31,Other,None,Business
C21894,29,M,Platinum,Leisure
C21895,18,M,None,Business
C21896,26,M,None,Leisure
C21897,25,F,None,Leisure
C21898,32,F,None,Leisure
C21899,63,F,Silver,Leisure
C21900,37,M,None,Leisure
C21901,43,F,Silver,Leisure
C21902,44,M,Silver,Business
C21903,63,F,Silver,Leisure
C21904,31,Other,Gold,Business
C21905,36,F,None,Business
C21906,38,F,Silver,Business
C21907,57,M,None,Leisure
C21908,60,M,Silver,Leisure
C21909,47,M,None,Leisure
C21910,58,F,None,Business
C21911,42,M,None,Leisure
C21912,37,F,None,Business
C21913,57,M,Gold,Business
C21914,47,F,None,Leisure
C21915,28,F,None,Leisure
C21916,54,F,None,Leisure
C21917,36,F,Silver,Leisure
C21918,35,F,None,Business
C21919,53,M,Gold,Leisure
C21920,38,F,Platinum,Business
C21921,45,M,Gold,Leisure
C21922,49,M,Silver,Leisure
C21923,28,F,Silver,Leisure
C21924,45,M,Silver,Leisure
C21925,60,F,None,Business
C21926,25,M,None,Leisure
C21927,46,M,Gold,Leisure
C21928,27,F,Silver,Business
C21929,55,M,None,Leisure
C21930,55,F,None,Business
C21931,34,M,None,Business
C21932,73,M,None,Business
C21933,56,Other,None,Leisure
C21934,50,M,None,Leisure
C21935,49,M,None,Leisure
C21936,54,F,None,Leisure
C21937,25,F,None,Business
C21938,42,M,None,Business
C21939,45,F,Gold,Leisure
C21940,33,F,Platinum,Business
C21941,46,M,None,Business
C21942,58,F,None,Business
C21943,33,F,Gold,Leisure
C21944,39,M,Silver,Business
C21945,27,F,None,Business
C21946,18,M,None,Leisure
C21947,51,F,Silver,Business
C21948,39,M,None,Leisure
C21949,40,M,Silver,Leisure
C21950,25,F,None,Business
C21951,37,F,None,Leisure
C21952,56,F,None,Business
C21953,40,M,Silver,Business
C21954,40,F,Platinum,Leisure
C21955,43,F,Silver,Business
C21956,21,F,Silver,Leisure
C21957,49,M,None,Business
C21958,21,F,None,Leisure
C21959,25,F,Silver,Leisure
C21960,24,F,Gold,Business
C21961,37,F,Platinum,Leisure
C21962,34,M,Silver,Leisure
C21963,39,M,None,Leisure
C21964,26,M,Gold,Leisure
C21965,55,F,None,Business
C21966,52,Other,Gold,Leisure
C21967,37,F,Silver,Leisure
C21968,32,F,None,Leisure
C21969,31,F,Gold,Business
C21970,35,F,Gold,Business
C21971,18,F,Gold,Business
C21972,25,M,Gold,Leisure
C21973,52,M,None,Leisure
C21974,44,F,None,Leisure
C21975,64,M,Gold,Leisure
C21976,35,M,Silver,Leisure
C21977,34,F,Gold,Business
C21978,33,F,None,Business
C21979,35,M,Silver,Leisure
C21980,30,M,None,Leisure
C21981,44,F,None,Business
C21982,40,M,None,Leisure
C21983,32,F,None,Leisure
C21984,58,M,None,Leisure
C21985,68,M,None,Leisure
C21986,57,F,Silver,Leisure
C21987,48,M,None,Business
C21988,51,M,None,Leisure
C21989,67,F,None,Leisure
C21990,51,F,None,Leisure
C21991,31,M,None,Leisure
C21992,45,F,None,Leisure
C21993,49,F,Silver,Leisure
C21994,25,F,None,Leisure
C21995,35,M,Platinum,Business
C21996,56,F,Gold,Leisure
C21997,18,F,Silver,Leisure
C21998,21,M,Silver,Leisure
C21999,37,F,Silver,Leisure
C22000,45,M,Silver,Leisure
C22001,19,M,None,Business
C22002,38,M,Gold,Leisure
C22003,57,F,Gold,Leisure
C22004,41,M,None,Leisure
C22005,54,F,None,Leisure
C22006,31,M,Silver,Leisure
C22007,27,F,Gold,Business
C22008,52,M,None,Leisure
C22009,45,M,None,Leisure
C22010,22,F,Platinum,Business
C22011,27,M,None,Business
C22012,63,F,Silver,Leisure
C22013,26,F,Platinum,Business
C22014,54,M,None,Business
C22015,32,M,None,Leisure
C22016,39,M,Gold,Business
C22017,44,F,None,Business
C22018,18,F,None,Leisure
C22019,18,F,Silver,Business
C22020,41,F,Silver,Business
C22021,29,F,None,Business
C22022,54,M,None,Business
C22023,18,F,None,Leisure
C22024,48,F,None,Business
C22025,19,F,Silver,Leisure
C22026,34,M,Silver,Business
C22027,24,F,None,Business
C22028,68,M,None,Leisure
C22029,19,M,None,Business
C22030,38,M,Silver,Leisure
C22031,18,F,None,Leisure
C22032,63,M,None,Leisure
C22033,46,Other,None,Leisure
C22034,42,M,None,Leisure
C22035,62,F,None,Leisure
C22036,42,M,Gold,Leisure
C22037,43,F,None,Business
C22038,41,M,None,Business
C22039,48,F,None,Business
C22040,32,M,None,Business
C22041,36,F,Silver,Leisure
C22042,52,F,None,Leisure
C22043,44,M,None,Leisure
C22044,38,F,None,Business
C22045,18,M,Gold,Business
C22046,62,M,None,Business
C22047,30,F,None,Business
C22048,54,M,Silver,Leisure
C22049,42,F,Silver,Business
C22050,20,M,Silver,Leisure
C22051,58,M,None,Business
C22052,43,F,Gold,Leisure
C22053,60,F,None,Business
C22054,37,M,None,Leisure
C22055,50,F,None,Leisure
C22056,18,F,Gold,Leisure
C22057,32,F,Gold,Leisure
C22058,20,F,Gold,Leisure
C22059,34,F,Silver,Leisure
C22060,47,F,Silver,Leisure
C22061,30,F,Silver,Leisure
C22062,52,M,None,Business
C22063,27,M,None,Leisure
C22064,53,F,Gold,Leisure
C22065,59,F,Gold,Leisure
C22066,55,M,None,Business
C22067,34,M,Silver,Business
C22068,18,M,None,Leisure
C22069,48,M,None,Leisure
C22070,38,F,None,Leisure
C22071,25,M,None,Leisure
C22072,31,F,None,Business
C22073,61,F,Gold,Business
C22074,22,M,None,Leisure
C22075,47,M,None,Leisure
C22076,43,F,Platinum,Business
C22077,34,F,None,Leisure
C22078,49,F,None,Leisure
C22079,64,M,Gold,Leisure
C22080,35,M,None,Leisure
C22081,36,F,None,Leisure
C22082,49,Other,None,Business
C22083,53,M,Silver,Leisure
C22084,38,F,Silver,Leisure
C22085,35,M,None,Leisure
C22086,18,M,None,Business
C22087,28,M,Platinum,Leisure
C22088,22,F,None,Leisure
C22089,50,M,Gold,Leisure
C22090,36,M,None,Business
C22091,35,F,Platinum,Business
C22092,39,F,None,Business
C22093,26,M,Silver,Leisure
C22094,63,F,Gold,Leisure
C22095,59,M,None,Leisure
C22096,64,F,None,Business
C22097,50,F,None,Business
C22098,39,F,None,Business
C22099,64,M,None,Leisure
C22100,29,M,Gold,Leisure
C22101,26,M,Silver,Business
C22102,30,M,Silver,Business
C22103,47,M,Silver,Leisure
C22104,28,M,Silver,Business
C22105,37,F,None,Leisure
C22106,18,M,None,Business
C22107,47,M,None,Leisure
C22108,18,M,None,Leisure
C22109,26,F,Silver,Leisure
C22110,58,M,None,Leisure
C22111,57,M,None,Business
C22112,45,F,Silver,Leisure
C22113,44,M,None,Business
C22114,32,M,None,Leisure
C22115,28,M,None,Leisure
C22116,34,M,None,Leisure
C22117,18,F,None,Leisure
C22118,43,M,None,Business
C22119,40,M,None,Leisure
C22120,25,F,None,Business
C22121,63,F,None,Leisure
C22122,49,F,Gold,Leisure
C22123,50,M,Silver,Business
C22124,32,F,Platinum,Leisure
C22125,39,M,None,Leisure
C22126,49,F,None,Leisure
C22127,42,M,None,Leisure
C22128,64,M,None,Leisure
C22129,36,M,None,Leisure
C22130,32,M,None,Leisure
C22131,49,F,Gold,Leisure
C22132,21,M,None,Business
C22133,53,M,Silver,Leisure
C22134,20,M,None,Business
C22135,49,M,None,Leisure
C22136,30,M,Gold,Business
C22137,47,M,Gold,Leisure
C22138,53,Other,None,Business
C22139,42,M,Gold,Leisure
C22140,22,F,None,Leisure
C22141,26,F,None,Leisure
C22142,29,M,None,Leisure
C22143,18,F,Silver,Business
C22144,56,F,None,Leisure
C22145,41,F,Silver,Leisure
C22146,22,F,Silver,Leisure
C22147,61,F,None,Leisure
C22148,29,F,Gold,Leisure
C22149,43,F,None,Leisure
C22150,27,M,None,Business
C22151,18,M,Silver,Business
C22152,19,M,None,Leisure
C22153,33,F,None,Leisure
C22154,53,F,Silver,Business
C22155,45,M,None,Leisure
C22156,42,F,Platinum,Business
C22157,18,M,Gold,Leisure
C22158,59,M,None,Business
C22159,43,M,None,Leisure
C22160,38,F,None,Leisure
C22161,56,M,Silver,Business
C22162,58,F,Silver,Business
C22163,57,F,None,Leisure
C22164,36,M,Silver,Business
C22165,24,M,Silver,Business
C22166,54,M,None,Leisure
C22167,19,F,Platinum,Leisure
C22168,69,M,None,Leisure
C22169,40,M,None,Business
C22170,24,M,Gold,Leisure
C22171,21,M,None,Leisure
C22172,20,M,None,Leisure
C22173,42,Other,Silver,Leisure
C22174,39,F,Silver,Leisure
C22175,21,F,Silver,Leisure
C22176,34,F,None,Leisure
C22177,19,M,None,Leisure
C22178,48,F,Platinum,Business
C22179,39,M,None,Leisure
C22180,34,F,None,Leisure
C22181,20,M,None,Leisure
C22182,35,F,None,Leisure
C22183,33,F,None,Leisure
C22184,44,F,Gold,Business
C22185,42,F,None,Leisure
C22186,51,M,Silver,Leisure
C22187,32,Other,Silver,Leisure
C22188,18,F,Silver,Leisure
C22189,54,M,Silver,Leisure
C22190,25,M,None,Business
C22191,23,M,Gold,Business
C22192,39,M,None,Leisure
C22193,44,M,None,Leisure
C22194,32,F,Gold,Business
C22195,31,M,None,Business
C22196,34,F,None,Business
C22197,61,F,None,Business
C22198,39,F,None,Leisure
C22199,25,F,Gold,Leisure
C22200,25,F,Gold,Leisure
C22201,36,M,None,Leisure
C22202,43,F,None,Leisure
C22203,47,M,Gold,Business
C22204,41,M,Silver,Business
C22205,27,F,Silver,Leisure
C22206,33,F,None,Leisure
C22207,51,F,None,Business
C22208,22,M,Gold,Business
C22209,33,F,None,Leisure
C22210,48,F,None,Leisure
C22211,53,M,None,Business
C22212,37,F,Silver,Leisure
C22213,33,M,None,Leisure
C22214,20,F,None,Leisure
C22215,47,M,Gold,Leisure
C22216,59,F,Gold,Business
C22217,78,M,Platinum,Leisure
C22218,45,F,None,Leisure
C22219,39,F,Gold,Business
C22220,26,F,None,Leisure
C22221,18,M,Platinum,Leisure
C22222,42,F,None,Leisure
C22223,75,F,None,Leisure
C22224,59,M,Silver,Leisure
C22225,56,M,Silver,Leisure
C22226,43,M,None,Business
C22227,45,F,None,Business
C22228,18,F,Platinum,Leisure
C22229,51,F,Gold,Leisure
C22230,31,F,None,Business
C22231,29,M,Silver,Leisure
C22232,35,M,None,Leisure
C22233,34,M,Platinum,Leisure
C22234,29,M,None,Leisure
C22235,40,M,None,Leisure
C22236,31,F,Silver,Business
C22237,41,F,None,Business
C22238,18,Other,Gold,Leisure
C22239,36,F,None,Business
C22240,23,M,Gold,Leisure
C22241,30,F,None,Leisure
C22242,42,M,None,Business
C22243,18,Other,None,Leisure
C22244,27,F,Silver,Business
C22245,48,M,None,Business
C22246,18,F,Gold,Leisure
C22247,66,F,Silver,Business
C22248,58,F,None,Leisure
C22249,32,M,None,Leisure
C22250,28,M,None,Business
C22251,43,F,Silver,Business
C22252,18,F,Gold,Leisure
C22253,18,F,Gold,Leisure
C22254,33,F,None,Leisure
C22255,37,F,Gold,Business
C22256,41,F,None,Leisure
C22257,30,M,Gold,Business
C22258,59,F,None,Business
C22259,18,M,None,Business
C22260,22,F,Platinum,Business
C22261,47,M,None,Business
C22262,22,F,None,Leisure
C22263,21,M,None,Business
C22264,41,F,None,Leisure
C22265,24,M,Gold,Business
C22266,38,F,None,Leisure
C22267,29,F,None,Leisure
C22268,27,F,None,Leisure
C22269,18,F,Platinum,Leisure
C22270,42,F,None,Business
C22271,21,F,Silver,Business
C22272,37,Other,None,Leisure
C22273,32,F,Silver,Business
C22274,36,M,None,Business
C22275,37,M,Silver,Business
C22276,42,F,Gold,Leisure
C22277,29,F,None,Leisure
C22278,58,F,None,Business
C22279,18,F,Gold,Leisure
C22280,36,M,Silver,Leisure
C22281,52,F,Silver,Leisure
C22282,47,M,Gold,Business
C22283,25,M,None,Business
C22284,27,M,Platinum,Leisure
C22285,24,M,Gold,Business
C22286,48,Other,None,Business
C22287,28,M,None,Leisure
C22288,43,F,Gold,Leisure
C22289,43,M,None,Business
C22290,75,F,Silver,Leisure
C22291,44,F,Silver,Business
C22292,27,M,Silver,Leisure
C22293,18,M,Silver,Leisure
C22294,35,M,None,Leisure
C22295,38,F,None,Leisure
C22296,18,M,None,Leisure
C22297,29,M,None,Leisure
C22298,44,M,None,Business
C22299,32,M,Silver,Business
C22300,54,F,Gold,Leisure
C22301,18,M,None,Leisure
C22302,50,Other,None,Business
C22303,53,M,None,Business
C22304,54,M,None,Business
C22305,18,M,None,Leisure
C22306,44,M,None,Business
C22307,29,F,None,Leisure
C22308,18,M,Gold,Business
C22309,33,M,None,Leisure
C22310,26,F,None,Leisure
C22311,53,M,Silver,Leisure
C22312,47,F,None,Business
C22313,22,M,Gold,Leisure
C22314,29,F,None,Leisure
C22315,34,F,None,Business
C22316,38,F,None,Leisure
C22317,55,F,None,Leisure
C22318,50,M,Silver,Leisure
C22319,40,M,Gold,Leisure
C22320,36,F,None,Leisure
C22321,18,M,None,Business
C22322,59,F,Platinum,Business
C22323,33,F,None,Leisure
C22324,63,F,None,Business
C22325,42,M,Silver,Leisure
C22326,70,F,None,Leisure
C22327,49,M,None,Leisure
C22328,18,M,None,Leisure
C22329,30,F,Gold,Leisure
C22330,37,M,Silver,Leisure
C22331,26,F,None,Leisure
C22332,34,M,None,Leisure
C22333,19,M,Gold,Leisure
C22334,40,F,Gold,Leisure
C22335,43,F,None,Leisure
C22336,24,F,None,Leisure
C22337,69,F,None,Leisure
C22338,40,M,None,Business
C22339,27,F,None,Business
C22340,18,M,None,Business
C22341,40,M,Silver,Leisure
C22342,36,F,Platinum,Leisure
C22343,51,M,Platinum,Leisure
C22344,37,M,Gold,Leisure
C22345,22,M,Silver,Business
C22346,65,M,None,Leisure
C22347,46,F,None,Leisure
C22348,36,F,None,Business
C22349,42,M,None,Leisure
C22350,47,F,None,Leisure
C22351,18,F,None,Leisure
C22352,42,M,None,Leisure
C22353,33,F,Platinum,Leisure
C22354,47,F,None,Leisure
C22355,28,F,Silver,Leisure
C22356,30,F,None,Leisure
C22357,64,M,Platinum,Leisure
C22358,58,F,None,Business
C22359,18,M,Platinum,Leisure
C22360,57,F,None,Leisure
C22361,38,F,Gold,Business
C22362,29,M,Silver,Leisure
C22363,24,M,None,Leisure
C22364,25,F,Silver,Business
C22365,29,F,None,Leisure
C22366,23,F,Gold,Leisure
C22367,19,F,None,Business
C22368,24,F,None,Business
C22369,44,Other,None,Leisure
C22370,40,F,None,Leisure
C22371,48,M,Gold,Business
C22372,39,F,None,Business
C22373,20,F,Silver,Business
C22374,47,M,None,Leisure
C22375,24,F,None,Leisure
C22376,49,F,Platinum,Leisure
C22377,22,F,None,Leisure
C22378,29,F,Gold,Leisure
C22379,34,F,Silver,Leisure
C22380,50,M,Gold,Leisure
C22381,42,F,Silver,Leisure
C22382,40,M,None,Business
C22383,68,F,None,Leisure
C22384,18,F,None,Leisure
C22385,24,F,None,Leisure
C22386,23,M,Silver,Business
C22387,18,F,None,Leisure
C22388,29,M,None,Leisure
C22389,50,M,Silver,Business
C22390,31,Other,Gold,Leisure
C22391,35,F,None,Leisure
C22392,18,F,Silver,Leisure
C22393,28,F,Silver,Leisure
C22394,33,M,None,Leisure
C22395,49,F,None,Leisure
C22396,18,F,None,Leisure
C22397,33,M,None,Leisure
C22398,56,M,Silver,Business
C22399,33,M,Gold,Business
C22400,18,Other,Platinum,Leisure
C22401,59,F,Silver,Leisure
C22402,51,F,None,Leisure
C22403,53,M,Gold,Leisure
C22404,18,M,Gold,Leisure
C22405,62,F,Silver,Business
C22406,28,F,Silver,Leisure
C22407,32,M,None,Business
C22408,29,M,None,Leisure
C22409,54,M,None,Business
C22410,37,M,Gold,Leisure
C22411,47,F,Gold,Leisure
C22412,41,F,None,Business
C22413,38,F,None,Business
C22414,25,F,None,Business
C22415,67,F,Gold,Business
C22416,18,F,None,Leisure
C22417,46,F,Gold,Business
C22418,45,F,Silver,Business
C22419,57,F,None,Leisure
C22420,60,F,None,Leisure
C22421,37,F,None,Leisure
C22422,47,F,None,Business
C22423,66,M,Gold,Business
C22424,39,F,Silver,Business
C22425,24,M,None,Business
C22426,34,F,None,Leisure
C22427,20,F,Gold,Business
C22428,45,F,Gold,Business
C22429,55,F,Silver,Leisure
C22430,38,M,None,Leisure
C22431,18,M,Platinum,Leisure
C22432,55,F,Gold,Business
C22433,18,M,Gold,Business
C22434,18,F,Gold,Leisure
C22435,37,M,Silver,Leisure
C22436,43,F,None,Leisure
C22437,46,F,None,Business
C22438,39,F,Silver,Leisure
C22439,66,F,None,Leisure
C22440,40,F,Gold,Leisure
C22441,55,M,None,Business
C22442,51,F,Silver,Leisure
